record,start_s,end_s,stage,label_2class,EEG_stage,EEG_conf,Sleep_detect,Sleep_W_prob,Final_stage,RuleApplied
slp01a,3870.0,3900.0,4,Sleep,N3,0.9966666666666667,W,0.7271592992662532,N3,0
slp01a,3900.0,3930.0,4,Sleep,N3,1.0,W,0.6473814387211745,N3,0
slp01a,3930.0,3960.0,4,Sleep,N3,1.0,W,0.7676925606856906,N3,0
slp01a,3960.0,3990.0,4,Sleep,N3,1.0,W,0.6487218357554927,N3,0
slp01a,3990.0,4020.0,4,Sleep,N3,0.5066666666666667,W,0.604339683407903,N3,0
slp01a,4020.0,4050.0,3,Sleep,N3,0.81,Sleep,0.30709744667032896,N3,0
slp01a,4050.0,4080.0,3,Sleep,N3,0.98,W,0.7047502328059866,N3,0
slp01a,4080.0,4110.0,4,Sleep,N3,0.9333333333333333,W,0.7156534674994942,N3,0
slp01a,4110.0,4140.0,4,Sleep,N3,1.0,W,0.6958066979030053,N3,0
slp01a,4140.0,4170.0,4,Sleep,N3,0.9966666666666667,W,0.7369691077077065,N3,0
slp01a,4170.0,4200.0,4,Sleep,N3,0.99,W,0.6955385426142394,N3,0
slp01a,4200.0,4230.0,4,Sleep,N3,0.9933333333333333,W,0.6901726854067793,N3,0
slp01a,4230.0,4260.0,4,Sleep,N3,0.9866666666666667,W,0.7100461864110248,N3,0
slp01a,4260.0,4290.0,4,Sleep,N3,0.9833333333333333,W,0.7136960609389639,N3,0
slp01a,4290.0,4320.0,4,Sleep,N3,1.0,W,0.5853330469341688,N3,0
slp01a,4320.0,4350.0,4,Sleep,N3,0.99,W,0.6719876935025938,N3,0
slp01a,4350.0,4380.0,4,Sleep,N3,1.0,W,0.5381249935616256,N3,0
slp01a,4380.0,4410.0,4,Sleep,N3,0.95,W,0.7298342235240692,N3,0
slp01a,4410.0,4440.0,4,Sleep,N3,0.9966666666666667,W,0.6128440725353193,N3,0
slp01a,4440.0,4470.0,4,Sleep,N3,0.97,W,0.6199740443704849,N3,0
slp01a,4470.0,4500.0,4,Sleep,N3,0.9866666666666667,W,0.6575140955985193,N3,0
slp01a,4500.0,4530.0,4,Sleep,N3,0.9933333333333333,W,0.6309629797281947,N3,0
slp01a,4530.0,4560.0,4,Sleep,N3,1.0,W,0.6849505960420287,N3,0
slp01a,4560.0,4590.0,4,Sleep,N3,0.9733333333333334,Sleep,0.3133423026453581,N3,0
slp01a,4590.0,4620.0,4,Sleep,N3,0.9033333333333333,Sleep,0.4504095780277757,N3,0
slp01a,4620.0,4650.0,4,Sleep,N3,1.0,W,0.6026782752792901,N3,0
slp01a,4650.0,4680.0,4,Sleep,N3,0.9366666666666666,W,0.7356149923595513,N3,0
slp01a,4680.0,4710.0,4,Sleep,N3,0.9766666666666667,W,0.6434944347930881,N3,0
slp01a,4710.0,4740.0,4,Sleep,N3,0.9166666666666666,W,0.6041041526229736,N3,0
slp01a,4740.0,4770.0,4,Sleep,N3,0.9766666666666667,W,0.5936202400255568,N3,0
slp01a,4770.0,4800.0,3,Sleep,N3,0.9033333333333333,W,0.5680548730829813,N3,0
slp01a,4800.0,4830.0,3,Sleep,N3,0.6833333333333333,Sleep,0.14982138851016663,N3,0
slp01a,4860.0,4890.0,2,Sleep,2,0.9866666666666667,Sleep,0.40229111318714106,2,0
slp01a,4890.0,4920.0,2,Sleep,2,0.9233333333333333,Sleep,0.3213812106617722,2,0
slp01a,4920.0,4950.0,2,Sleep,2,0.6933333333333334,Sleep,0.37733146921934035,2,0
slp01a,4950.0,4980.0,2,Sleep,2,0.8833333333333333,Sleep,0.38992364745405206,2,0
slp01a,4980.0,5010.0,2,Sleep,2,0.98,W,0.63436015534269,2,0
slp01a,5010.0,5040.0,2,Sleep,2,0.98,Sleep,0.32363206520759497,2,0
slp01a,5040.0,5070.0,2,Sleep,2,0.9433333333333334,W,0.5999013915513979,2,0
slp01a,5070.0,5100.0,2,Sleep,2,0.94,Sleep,0.30723983746162503,2,0
slp01a,5100.0,5130.0,2,Sleep,2,0.98,W,0.65934875938128,2,0
slp01a,5130.0,5160.0,2,Sleep,2,0.92,Sleep,0.4072885846386824,2,0
slp01a,5160.0,5190.0,2,Sleep,2,0.7233333333333334,W,0.5739579368248385,2,0
slp01a,5190.0,5220.0,3,Sleep,N3,0.7033333333333334,Sleep,0.44234131951547606,N3,0
slp01a,5220.0,5250.0,2,Sleep,2,0.9533333333333334,W,0.6651646909169986,2,0
slp01a,5250.0,5280.0,2,Sleep,2,0.98,W,0.7023495139666927,2,0
slp01a,5280.0,5310.0,2,Sleep,2,0.9666666666666667,Sleep,0.33226615671177434,2,0
slp01a,5310.0,5340.0,2,Sleep,2,0.9866666666666667,W,0.667979608954049,2,0
slp01a,5340.0,5370.0,2,Sleep,2,0.9766666666666667,Sleep,0.4306212412417559,2,0
slp01a,5370.0,5400.0,2,Sleep,2,0.9133333333333333,W,0.5922876943904225,2,0
slp01a,5400.0,5430.0,2,Sleep,2,0.9766666666666667,W,0.6192960030592262,2,0
slp01a,5430.0,5460.0,2,Sleep,2,0.9,Sleep,0.43610377299042813,2,0
slp01a,5460.0,5490.0,2,Sleep,2,0.95,Sleep,0.3246796833741877,2,0
slp01a,5490.0,5520.0,2,Sleep,2,0.6066666666666667,W,0.7025291994432318,2,0
slp01a,5520.0,5550.0,2,Sleep,2,0.9566666666666667,Sleep,0.4791646047445712,2,0
slp01a,5550.0,5580.0,2,Sleep,2,0.9766666666666667,W,0.6451938314290043,2,0
slp01a,5580.0,5610.0,2,Sleep,2,0.96,W,0.7178991405053288,2,0
slp01a,5610.0,5640.0,2,Sleep,2,0.67,W,0.6903683063600361,2,0
slp01a,5640.0,5670.0,3,Sleep,N3,0.7433333333333333,Sleep,0.41455015121850597,N3,0
slp01a,5670.0,5700.0,3,Sleep,N3,0.7433333333333333,Sleep,0.4398930494774718,N3,0
slp01a,5700.0,5730.0,2,Sleep,2,0.8233333333333334,W,0.6619388617135088,2,0
slp01a,5730.0,5760.0,3,Sleep,N3,0.6966666666666667,Sleep,0.35932537445234053,N3,0
slp01a,5760.0,5790.0,2,Sleep,2,0.8166666666666667,W,0.5173944878207041,2,0
slp01a,5790.0,5820.0,2,Sleep,2,0.84,W,0.7072256625252791,2,0
slp01a,5820.0,5850.0,2,Sleep,2,0.9033333333333333,W,0.5514773031487008,2,0
slp01a,5850.0,5880.0,2,Sleep,2,0.9566666666666667,W,0.5989513947347147,2,0
slp01a,5880.0,5910.0,2,Sleep,2,0.9633333333333334,Sleep,0.47140892070697,2,0
slp01a,5910.0,5940.0,2,Sleep,2,0.9166666666666666,Sleep,0.4392019040122247,2,0
slp01a,5940.0,5970.0,2,Sleep,2,0.9466666666666667,Sleep,0.4501014005306651,2,0
slp01a,5970.0,6000.0,2,Sleep,2,0.94,Sleep,0.42998671585919224,2,0
slp01a,6000.0,6030.0,2,Sleep,2,0.9533333333333334,W,0.6585509146389349,2,0
slp01a,6030.0,6060.0,2,Sleep,2,0.96,W,0.6235170216016024,2,0
slp01a,6060.0,6090.0,2,Sleep,2,0.8233333333333334,W,0.7084961196400279,2,0
slp01a,6090.0,6120.0,2,Sleep,2,0.9833333333333333,Sleep,0.4659093527916722,2,0
slp01a,6120.0,6150.0,2,Sleep,2,0.96,Sleep,0.3558986416125251,2,0
slp01a,6150.0,6180.0,2,Sleep,2,0.9066666666666666,W,0.6399725603185507,2,0
slp01a,6180.0,6210.0,2,Sleep,2,0.8933333333333333,W,0.7097562948553621,2,0
slp01a,6210.0,6240.0,2,Sleep,2,0.7666666666666667,Sleep,0.36849663467225446,2,0
slp01a,6240.0,6270.0,2,Sleep,2,0.9033333333333333,Sleep,0.4431598366480963,2,0
slp01a,6270.0,6300.0,2,Sleep,2,0.8333333333333334,W,0.674854074347054,2,0
slp01a,6300.0,6330.0,2,Sleep,2,0.9133333333333333,W,0.8544817224412055,2,0
slp01a,6330.0,6360.0,2,Sleep,2,0.8866666666666667,Sleep,0.37372154230731797,2,0
slp01a,6360.0,6390.0,2,Sleep,2,0.98,Sleep,0.483838060547517,2,0
slp01a,6390.0,6420.0,R,Sleep,R,0.63,W,0.5774883210267934,R,0
slp01a,6420.0,6450.0,2,Sleep,2,0.91,Sleep,0.4118997202034959,2,0
slp01a,6450.0,6480.0,2,Sleep,2,0.9366666666666666,Sleep,0.3601815848257005,2,0
slp01a,6480.0,6510.0,2,Sleep,2,0.97,Sleep,0.33804663994886486,2,0
slp01a,6510.0,6540.0,2,Sleep,2,0.87,W,0.784364309017028,2,0
slp01a,6540.0,6570.0,2,Sleep,2,0.9666666666666667,Sleep,0.3839424245879062,2,0
slp01a,6570.0,6600.0,R,Sleep,R,0.7033333333333334,W,0.591799415061312,R,0
slp01a,6600.0,6630.0,R,Sleep,2,0.8433333333333334,W,0.6211618073330417,2,0
slp01a,6630.0,6660.0,W,W,W,0.7033333333333334,Sleep,0.3813729197241507,W,0
slp01a,6660.0,6690.0,2,Sleep,2,0.98,Sleep,0.416160833985021,2,0
slp01a,6690.0,6720.0,2,Sleep,2,0.9433333333333334,W,0.54120979483668,2,0
slp01a,6720.0,6750.0,2,Sleep,2,0.9433333333333334,Sleep,0.34715847244153486,2,0
slp01a,6750.0,6780.0,R,Sleep,R,0.7,Sleep,0.4549011898103354,R,0
slp01a,6780.0,6810.0,R,Sleep,R,0.6566666666666666,W,0.616659747228107,R,0
slp01a,6810.0,6840.0,R,Sleep,R,0.69,Sleep,0.3942032468050017,R,0
slp01a,6840.0,6870.0,R,Sleep,R,0.69,Sleep,0.41069896508093334,R,0
slp01a,6870.0,6900.0,R,Sleep,2,0.31666666666666665,W,0.6003963409825588,2,0
slp01a,6900.0,6930.0,R,Sleep,R,0.6266666666666667,Sleep,0.36360960823284016,R,0
slp01a,6930.0,6960.0,R,Sleep,R,0.6633333333333333,Sleep,0.406867146504293,R,0
slp01a,6960.0,6990.0,R,Sleep,R,0.69,Sleep,0.4943516747529191,R,0
slp01a,6990.0,7020.0,R,Sleep,2,0.58,Sleep,0.43990284969080334,2,0
slp01a,7020.0,7050.0,R,Sleep,R,0.7266666666666667,W,0.5819106048307128,R,0
slp01a,7050.0,7080.0,W,W,W,0.7933333333333333,Sleep,0.3406872574749851,W,0
slp01a,7080.0,7110.0,W,W,W,0.64,Sleep,0.42062800170873305,W,0
slp01a,7110.0,7140.0,W,W,W,0.6733333333333333,Sleep,0.4093931567744795,W,0
slp01a,7140.0,7170.0,2,Sleep,2,0.9566666666666667,W,0.9056738505560847,2,0
slp01a,7170.0,7200.0,2,Sleep,2,0.9233333333333333,Sleep,0.39584458471935874,2,0
slp01b,0.004,30.004,2,Sleep,2,0.8533333333333334,W,0.8642002222979085,2,0
slp01b,30.0,60.0,2,Sleep,2,0.9366666666666666,W,0.6009064565438169,2,0
slp01b,60.0,90.0,2,Sleep,2,0.79,W,0.8612640513601881,2,0
slp01b,90.0,120.0,2,Sleep,2,0.96,W,0.8678436207039811,2,0
slp01b,120.0,150.0,2,Sleep,2,0.9066666666666666,W,0.6469225947841044,2,0
slp01b,150.0,180.0,2,Sleep,2,0.9466666666666667,W,0.7503332585760896,2,0
slp01b,180.0,210.0,2,Sleep,2,0.9566666666666667,W,0.5767712917480934,2,0
slp01b,210.0,240.0,2,Sleep,2,0.9766666666666667,W,0.8084482262194737,2,0
slp01b,240.0,270.0,2,Sleep,2,0.88,W,0.8528902053916082,2,0
slp01b,270.0,300.0,W,W,2,0.5833333333333334,W,0.7028362424078878,2,0
slp01b,300.0,330.0,W,W,W,0.6633333333333333,W,0.550158901044157,W,0
slp01b,330.0,360.0,W,W,W,0.5033333333333333,W,0.5690528434831092,W,0
slp01b,360.0,390.0,W,W,W,0.67,W,0.7790704186959435,W,1
slp01b,390.0,420.0,W,W,2,0.5733333333333334,Sleep,0.3819850062805378,2,0
slp01b,420.0,450.0,W,W,W,0.7266666666666667,W,0.614581274053878,W,0
slp01b,450.0,480.0,W,W,W,0.5133333333333333,W,0.8767858564722077,W,1
slp01b,480.0,510.0,W,W,W,0.7833333333333333,W,0.8948284378113309,W,0
slp01b,510.0,540.0,W,W,W,0.73,W,0.8780554594205474,W,1
slp01b,540.0,570.0,W,W,W,0.9266666666666666,W,0.8182887197782994,W,0
slp01b,570.0,600.0,W,W,W,0.8533333333333334,W,0.6842958446135728,W,0
slp01b,600.0,630.0,W,W,W,0.8733333333333333,W,0.7230505062316268,W,0
slp01b,630.0,660.0,W,W,W,0.85,W,0.574240397711735,W,0
slp01b,660.0,690.0,W,W,W,0.6233333333333333,Sleep,0.25356866496518243,W,0
slp01b,690.0,720.0,W,W,W,0.8633333333333333,W,0.6740569708421748,W,0
slp01b,720.0,750.0,W,W,W,0.9633333333333334,W,0.553673314284639,W,0
slp01b,750.0,780.0,W,W,W,0.9933333333333333,W,0.893583799656019,W,0
slp01b,780.0,810.0,W,W,W,0.92,W,0.9030424349781654,W,0
slp01b,810.0,840.0,W,W,W,0.9933333333333333,W,0.7123079545576042,W,0
slp01b,840.0,870.0,W,W,W,0.9833333333333333,W,0.5601907054752713,W,0
slp01b,870.0,900.0,W,W,W,0.8666666666666667,W,0.7388106601169746,W,0
slp01b,900.0,930.0,W,W,W,0.9933333333333333,W,0.7321425428263327,W,0
slp01b,930.0,960.0,W,W,W,0.9566666666666667,W,0.5611010998873893,W,0
slp01b,960.0,990.0,W,W,W,0.98,W,0.6019277392506652,W,0
slp01b,990.0,1020.0,W,W,W,0.9833333333333333,W,0.6696559160581912,W,0
slp01b,1020.0,1050.0,W,W,W,0.91,W,0.6151307228207499,W,0
slp01b,1050.0,1080.0,W,W,W,0.9833333333333333,W,0.7472504890906699,W,0
slp01b,1080.0,1110.0,W,W,W,0.88,Sleep,0.37021060165064285,W,0
slp01b,1110.0,1140.0,W,W,W,0.7866666666666666,W,0.6678167828033188,W,0
slp01b,1140.0,1170.0,W,W,W,0.9966666666666667,Sleep,0.274523012670692,W,0
slp01b,1170.0,1200.0,W,W,W,0.9833333333333333,W,0.8722752558059393,W,0
slp01b,1200.0,1230.0,W,W,W,0.9433333333333334,Sleep,0.2615039351167685,W,0
slp01b,1230.0,1260.0,W,W,W,0.9933333333333333,W,0.5635432062744489,W,0
slp01b,1260.0,1290.0,W,W,W,0.98,Sleep,0.24139311477367945,W,0
slp01b,1290.0,1320.0,W,W,W,0.8666666666666667,Sleep,0.3019580505171861,W,0
slp01b,1320.0,1350.0,W,W,W,1.0,Sleep,0.48887372090318837,W,0
slp01b,1350.0,1380.0,W,W,W,0.9833333333333333,W,0.7720715929286397,W,0
slp01b,1380.0,1410.0,W,W,W,0.9766666666666667,W,0.8898304554037296,W,0
slp01b,1410.0,1440.0,W,W,W,0.9766666666666667,W,0.9000067779889119,W,0
slp01b,1440.0,1470.0,W,W,W,0.9733333333333334,W,0.8485665890488774,W,0
slp01b,1470.0,1500.0,W,W,W,1.0,W,0.8930147411582329,W,0
slp01b,1500.0,1530.0,W,W,W,0.9966666666666667,W,0.7886643698872766,W,0
slp01b,1530.0,1560.0,W,W,W,0.9833333333333333,Sleep,0.3549399217876168,W,0
slp01b,1560.0,1590.0,W,W,W,0.9766666666666667,W,0.8514665722508453,W,0
slp01b,1590.0,1620.0,W,W,W,0.9866666666666667,W,0.6388130903829352,W,0
slp01b,1620.0,1650.0,W,W,W,0.98,Sleep,0.2667094535548719,W,0
slp01b,1650.0,1680.0,W,W,W,0.9733333333333334,W,0.5859832993355699,W,0
